Id,SalePrice
1587,94285.29
1588,155906.95
1589,104874.76
1590,118038.914
1591,87052.76
1592,137805.75
1593,133349.0
1594,129725.21
1595,105047.98
1596,220968.9
1597,193253.47
1598,205476.97
1599,185146.0
1600,176528.4
1601,42027.55
1602,122919.336
1603,64674.336
1604,279744.34
1605,244200.84
1606,157477.8
1607,160049.47
1608,219128.03
1609,189801.36
1610,159525.03
1611,139057.34
1612,182311.94
1613,178161.69
1614,135444.7
1615,91853.586
1616,68552.63
1617,82739.35
1618,111669.15
1619,150228.23
1620,179901.27
1621,130314.07
1622,149691.88
1623,264140.06
1624,211922.53
1625,113265.305
1626,188536.28
1627,190640.6
1628,275435.88
1629,174405.33
1630,331386.38
1631,223847.19
1632,232190.56
1633,185170.4
1634,192163.75
1635,180377.1
1636,149576.78
1637,192784.16
1638,190241.64
1639,188225.9
1640,237308.16
1641,180882.94
1642,256085.6
1643,216331.5
1644,233550.28
1645,214660.0
1646,164050.02
1647,156453.34
1648,129578.97
1649,134390.78
1650,118649.29
1651,117448.43
1652,102428.71
1653,102429.805
1654,144802.53
1655,122054.27
1656,137313.44
1657,153134.6
1658,150626.78
1659,115931.88
1660,152266.67
1661,408914.56
1662,347278.72
1663,353721.66
1664,433827.97
1665,307624.62
1666,315344.47
1667,332370.53
1668,336971.75
1669,307253.16
1670,337382.9
1671,268011.34
1672,391259.62
1673,297459.16
1674,252811.0
1675,205986.75
1676,209142.03
1677,222332.78
1678,446134.1
1679,360504.84
1680,318020.25
1681,266660.8
1682,305411.38
1683,195763.22
1684,187055.53
1685,183570.03
1686,171406.81
1687,175685.22
1688,201337.44
1689,203694.53
1690,207966.81
1691,195894.19
1692,261491.81
1693,175258.47
1694,189239.66
1695,168536.22
1696,265422.34
1697,180140.03
1698,325659.1
1699,325669.56
1700,262429.22
1701,271959.9
1702,237517.9
1703,240951.53
1704,273129.38
1705,256128.22
1706,362400.28
1707,216432.33
1708,203590.84
1709,257031.03
1710,225168.12
1711,280227.84
1712,254300.83
1713,270178.4
1714,222114.22
1715,207892.78
1716,176848.9
1717,182667.16
1718,136761.81
1719,217717.66
1720,237635.84
1721,162001.38
1722,118681.23
1723,157858.94
1724,214792.05
1725,236245.88
1726,188177.97
1727,153002.5
1728,177314.78
1729,170765.62
1730,165844.06
1731,117949.46
1732,126679.1
1733,111060.26
1734,114128.84
1735,116584.87
1736,91589.086
1737,304346.4
1738,256319.25
1739,256016.5
1740,219576.52
1741,196445.66
1742,182269.31
1743,183832.94
1744,328157.9
1745,225649.25
1746,193165.17
1747,217656.31
1748,215265.03
1749,134143.47
1750,123387.54
1751,244088.78
1752,111173.71
1753,155077.86
1754,197384.97
1755,173392.88
1756,139075.7
1757,113596.98
1758,156155.03
1759,170143.9
1760,171381.16
1761,164654.22
1762,186385.25
1763,176808.1
1764,109529.04
1765,172107.84
1766,197090.19
1767,237675.08
1768,140611.12
1769,173511.69
1770,167474.9
1771,115983.516
1772,133344.88
1773,117255.59
1774,157284.6
1775,143285.45
1776,132817.92
1777,103928.445
1778,148805.02
1779,137218.4
1780,177362.02
1781,121553.57
1782,72210.63
1783,155517.56
1784,105219.68
1785,125059.49
1786,147832.28
1787,170710.97
1788,41377.27
1789,104665.43
1790,68787.77
1791,213210.53
1792,166444.7
1793,131636.73
1794,175586.05
1795,126659.15
1796,130639.26
1797,129833.54
1798,120908.18
1799,96740.555
1800,111596.23
1801,120650.87
1802,134995.06
1803,160650.1
1804,128840.9
1805,133801.45
1806,120678.46
1807,155272.1
1808,124785.48
1809,136318.66
1810,145434.22
1811,87049.27
1812,102479.68
1813,124817.12
1814,88564.8
1815,45350.91
1816,89880.12
1817,117629.87
1818,161178.31
1819,119857.76
1820,40513.7
1821,106267.72
1822,160149.97
1823,33678.883
1824,146647.05
1825,144793.89
1826,92045.46
1827,105217.21
1828,145153.73
1829,163042.88
1830,158581.88
1831,149932.83
1832,81097.43
1833,144434.83
1834,113488.77
1835,116276.805
1836,123882.01
1837,81085.75
1838,116343.414
1839,105762.555
1840,160048.12
1841,125676.77
1842,87926.93
1843,140176.02
1844,133417.4
1845,145097.36
1846,148870.7
1847,170224.75
1848,41386.24
1849,122504.54
1850,114096.98
1851,140526.86
1852,117798.49
1853,127063.49
1854,164174.25
1855,142543.56
1856,232232.34
1857,128534.414
1858,131373.77
1859,106209.164
1860,142685.22
1861,108416.46
1862,311038.62
1863,298703.75
1864,298717.7
1865,344920.22
1866,327541.75
1867,226466.9
1868,290000.12
1869,218144.81
1870,227264.03
1871,260572.75
1872,186388.78
1873,249762.34
1874,147110.12
1875,193659.38
1876,203355.0
1877,208569.25
1878,203158.4
1879,125012.805
1880,128617.79
1881,247626.38
1882,242689.31
1883,184362.53
1884,199820.56
1885,226148.56
1886,277815.38
1887,225118.03
1888,265933.12
1889,179034.34
1890,106256.195
1891,119463.27
1892,93121.586
1893,120377.04
1894,115872.23
1895,135065.45
1896,118490.49
1897,117305.945
1898,104249.664
1899,156006.47
1900,157017.5
1901,181260.31
1902,158092.16
1903,224801.72
1904,152931.38
1905,202915.94
1906,162907.53
1907,212233.66
1908,108553.77
1909,137635.47
1910,122664.96
1911,220260.2
1912,304532.8
1913,174140.25
1914,50687.19
1915,316866.62
1916,37876.535
1917,242499.84
1918,135785.03
1919,166599.08
1920,164650.84
1921,367493.78
1922,321762.56
1923,232749.58
1924,232204.0
1925,215028.36
1926,364667.6
1927,124338.73
1928,172035.4
1929,112978.48
1930,119335.98
1931,133945.66
1932,131708.6
1933,189564.72
1934,187214.44
1935,175384.34
1936,198470.44
1937,181742.06
1938,172896.69
1939,248341.16
1940,195039.88
1941,170373.5
1942,171616.94
1943,220042.66
1944,342413.47
1945,364681.72
1946,135526.83
1947,284537.34
1948,175435.44
1949,249193.28
1950,195413.22
1951,250579.56
1952,209347.53
1953,186313.97
1954,189461.34
1955,130305.336
1956,291525.6
1957,159768.45
1958,275910.72
1959,140642.14
1960,87933.26
1961,127278.04
1962,94858.51
1963,110429.74
1964,104593.76
1965,135271.47
1966,132561.64
1967,300585.5
1968,389549.97
1969,359445.6
1970,374705.3
1971,423398.7
1972,362873.38
1973,291292.1
1974,326433.53
1975,450501.5
1976,285453.9
1977,354046.12
1978,326978.3
1979,319119.25
1980,191668.31
1981,340559.97
1982,227775.66
1983,212025.81
1984,182400.94
1985,230423.81
1986,212905.28
1987,193520.3
1988,183725.28
1989,202196.28
1990,219121.19
1991,236363.48
1992,234383.31
1993,174819.69
1994,228861.88
1995,190054.84
1996,284061.44
1997,303801.8
1998,303931.34
1999,295831.0
2000,306594.72
2001,289846.97
2002,250035.88
2003,260152.16
2004,294074.62
2005,224974.12
2006,217640.08
2007,250244.47
2008,230444.05
2009,208668.81
2010,199016.97
2011,138023.95
2012,179158.94
2013,178182.88
2014,191255.31
2015,210018.52
2016,198685.88
2017,200982.47
2018,114492.37
2019,129298.914
2020,78122.164
2021,88909.16
2022,206016.72
2023,134670.5
2024,280606.16
2025,347392.6
2026,174456.25
2027,160719.75
2028,156978.02
2029,170956.44
2030,259351.06
2031,236199.81
2032,249198.25
2033,245875.5
2034,172909.88
2035,237038.4
2036,211285.66
2037,213292.44
2038,301384.8
2039,230881.31
2040,317954.47
2041,290961.12
2042,207511.84
2043,179907.25
2044,176630.86
2045,202148.7
2046,131178.22
2047,135194.39
2048,148319.06
2049,138452.33
2050,164036.62
2051,108109.055
2052,115454.516
2053,146572.06
2054,78027.055
2055,166241.47
2056,139680.92
2057,100658.29
2058,223673.72
2059,131095.33
2060,187015.84
2061,172584.16
2062,116783.71
2063,110646.96
2064,138412.6
2065,120024.71
2066,176383.48
2067,125311.18
2068,144222.78
2069,83961.32
2070,106662.9
2071,95001.62
2072,163140.0
2073,121305.305
2074,178114.72
2075,154201.94
2076,127579.12
2077,148917.78
2078,120051.96
2079,137513.17
2080,109992.086
2081,115250.23
2082,128608.49
2083,148812.84
2084,104602.76
2085,96457.65
2086,115394.305
2087,116588.98
2088,101595.04
2089,67919.945
2090,125515.13
2091,96131.27
2092,146867.83
2093,135260.86
2094,115004.52
2095,145271.42
2096,79845.07
2097,95962.01
2098,149642.66
2099,37863.613
2100,57156.7
2101,123726.02
2102,127881.586
2103,93005.35
2104,128306.35
2105,141403.6
2106,38530.316
2107,204600.5
2108,116646.01
2109,104322.46
2110,121491.48
2111,138878.56
2112,140013.75
2113,106844.54
2114,111506.73
2115,159025.72
2116,126709.336
2117,156681.75
2118,123654.21
2119,112170.51
2120,117524.305
2121,96992.17
2122,114858.23
2123,88147.71
2124,173173.12
2125,136573.61
2126,161118.88
2127,179070.02
2128,130750.46
2129,79803.24
2130,127970.05
2131,142476.89
2132,121152.195
2133,126675.62
2134,120405.09
2135,100335.39
2136,55279.91
2137,106149.13
2138,125502.32
2139,142223.02
2140,141959.03
2141,155531.27
2142,124142.836
2143,156004.97
2144,105812.945
2145,139725.73
2146,184173.22
2147,148833.98
2148,138892.36
2149,144665.19
2150,238815.4
2151,119138.15
2152,177185.25
2153,188364.9
2154,104999.26
2155,136046.03
2156,247659.16
2157,239758.1
2158,237690.97
2159,216523.47
2160,199588.64
2161,243201.25
2162,372363.53
2163,345083.3
2164,247253.69
2165,205759.94
2166,163215.4
2167,217106.6
2168,184826.22
2169,194989.44
2170,213606.64
2171,154631.78
2172,137687.53
2173,187824.72
2174,223506.62
2175,281850.75
2176,298909.7
2177,243486.16
2178,218068.62
2179,136124.95
2180,220142.61
2181,194871.81
2182,223252.34
2183,192490.88
2184,119243.484
2185,115548.55
2186,157386.6
2187,150829.62
2188,160693.06
2189,292865.03
2190,72097.29
2191,58772.293
2192,77395.9
2193,119275.14
2194,112359.96
2195,86902.49
2196,90718.305
2197,114216.6
2198,170925.9
2199,190249.17
2200,151386.5
2201,149767.55
2202,192717.36
2203,145749.1
2204,170876.81
2205,110851.32
2206,150982.92
2207,225551.06
2208,254743.25
2209,246824.12
2210,119756.65
2211,122911.914
2212,115988.74
2213,103849.35
2214,135142.95
2215,97591.43
2216,145475.75
2217,54604.652
2218,62341.37
2219,61822.824
2220,40462.105
2221,318389.5
2222,291520.34
2223,298232.06
2224,222750.94
2225,125240.24
2226,186026.22
2227,212056.84
2228,286731.7
2229,252376.27
2230,154526.44
2231,222088.7
2232,192472.06
2233,184717.25
2234,254169.72
2235,228686.16
2236,257178.94
2237,315350.62
2238,215099.06
2239,101859.695
2240,159428.28
2241,131429.45
2242,122820.13
2243,124210.68
2244,98762.52
2245,100457.32
2246,125223.98
2247,140152.98
2248,122517.1
2249,111762.15
2250,121814.43
2251,100388.055
2252,200054.53
2253,165466.34
2254,180042.88
2255,197031.45
2256,171845.5
2257,209297.9
2258,150883.9
2259,179884.62
2260,143598.75
2261,206250.03
2262,217569.19
2263,357837.25
2264,425086.53
2265,157385.6
2266,290930.3
2267,361750.9
2268,385149.53
2269,159027.56
2270,195001.47
2271,213395.16
2272,211440.44
2273,155008.62
2274,187668.66
2275,169282.25
2276,183410.69
2277,180925.78
2278,156812.89
2279,118161.38
2280,101647.836
2281,169680.53
2282,184864.1
2283,111952.836
2284,110398.46
2285,136163.11
2286,119124.945
2287,353335.78
2288,286959.16
2289,337945.0
2290,401510.6
2291,332456.12
2292,394352.53
2293,422455.16
2294,371549.75
2295,444742.72
2296,264204.4
2297,349773.16
2298,348078.6
2299,348506.56
2300,315704.9
2301,322389.8
2302,257868.19
2303,247361.81
2304,254325.52
2305,208440.52
2306,200392.44
2307,213716.03
2308,225309.27
2309,291176.22
2310,223536.95
2311,220073.97
2312,186442.3
2313,174389.22
2314,180551.73
2315,189433.92
2316,210612.98
2317,190309.42
2318,186090.36
2319,191088.61
2320,181439.89
2321,241210.28
2322,197921.3
2323,193829.62
2324,194820.44
2325,216336.73
2326,179879.12
2327,203772.4
2328,226949.31
2329,194426.84
2330,188741.94
2331,331524.16
2332,358865.38
2333,307857.12
2334,262402.06
2335,282415.47
2336,301733.53
2337,190718.05
2338,255295.61
2339,226803.69
2340,384126.97
2341,215863.39
2342,233556.81
2343,235534.28
2344,219265.66
2345,234586.28
2346,211365.89
2347,196831.11
2348,246601.05
2349,197342.17
2350,307023.7
2351,260991.11
2352,248216.53
2353,255492.66
2354,149935.75
2355,149127.84
2356,150513.72
2357,195548.16
2358,194909.4
2359,127360.9
2360,111321.32
2361,156206.84
2362,255554.5
2363,136141.14
2364,178279.42
2365,221673.66
2366,196628.77
2367,215858.11
2368,217245.08
2369,211793.36
2370,173931.4
2371,159214.97
2372,187956.27
2373,290488.2
2374,308770.97
2375,250467.81
2376,299664.94
2377,322510.97
2378,144843.19
2379,216285.25
2380,139291.02
2381,171162.4
2382,215772.19
2383,197769.62
2384,245447.4
2385,163691.58
2386,122004.66
2387,120310.1
2388,113538.49
2389,122326.43
2390,153373.23
2391,143093.8
2392,114382.164
2393,177837.36
2394,141750.95
2395,217149.84
2396,139848.05
2397,214854.22
2398,136684.27
2399,64849.355
2400,63420.9
2401,123584.67
2402,143206.2
2403,145876.12
2404,155427.78
2405,165209.78
2406,140496.05
2407,122054.24
2408,143266.53
2409,106936.24
2410,179975.12
2411,111859.43
2412,151143.08
2413,120874.305
2414,158997.62
2415,136463.6
2416,129047.52
2417,140369.53
2418,133294.6
2419,123037.48
2420,122875.086
2421,133674.88
2422,100237.836
2423,131398.47
2424,154733.58
2425,232279.34
2426,158979.86
2427,132008.89
2428,196711.03
2429,97007.14
2430,128835.98
2431,100701.4
2432,151487.39
2433,153696.22
2434,143556.31
2435,165540.97
2436,104972.6
2437,87412.15
2438,111298.13
2439,104285.24
2440,128283.6
2441,102804.305
2442,95215.51
2443,144212.06
2444,130238.02
2445,80183.9
2446,144001.11
2447,211461.12
2448,139588.9
2449,117533.27
2450,159703.88
2451,127350.11
2452,204950.86
2453,88838.15
2454,122969.85
2455,144956.78
2456,134973.42
2457,139458.08
2458,135482.05
2459,113171.62
2460,158427.44
2461,127319.586
2462,134130.14
2463,131097.86
2464,186368.62
2465,138588.31
2466,112680.39
2467,144996.94
2468,92733.164
2469,82509.305
2470,204561.94
2471,214042.81
2472,172607.75
2473,108662.08
2474,57283.03
2475,216040.31
2476,98666.48
2477,105053.24
2478,151633.38
2479,93071.87
2480,158730.53
2481,125315.18
2482,112867.9
2483,95044.18
2484,133711.02
2485,118989.914
2486,155263.72
2487,204489.36
2488,178187.44
2489,158713.34
2490,137904.34
2491,96658.49
2492,197387.69
2493,158658.62
2494,148456.95
2495,68815.88
2496,236691.06
2497,151724.81
2498,110601.336
2499,80821.4
2500,117750.54
2501,130747.73
2502,150155.56
2503,102443.98
2504,180839.1
2505,224973.86
2506,262746.2
2507,287669.88
2508,260247.45
2509,224224.81
2510,219572.69
2511,179901.28
2512,209728.84
2513,229949.03
2514,253275.19
2515,151993.84
2516,181485.88
2517,149985.9
2518,155991.03
2519,238164.12
2520,226024.81
2521,190767.4
2522,227318.6
2523,104584.016
2524,137060.16
2525,145048.12
2526,150650.61
2527,109361.76
2528,121512.18
2529,146087.34
2530,122637.23
2531,253712.62
2532,225978.75
2533,206891.4
2534,243947.06
2535,272075.6
2536,224998.6
2537,245412.69
2538,193366.23
2539,193460.97
2540,189740.27
2541,188376.19
2542,167881.62
2543,111867.98
2544,108067.6
2545,137778.06
2546,128553.52
2547,152058.69
2548,165884.19
2549,168691.53
2550,627965.25
2551,135406.89
2552,135114.55
2553,55739.176
2554,87913.664
2555,111857.68
2556,85540.51
2557,97181.58
2558,172256.67
2559,135287.22
2560,178519.28
2561,156573.81
2562,153115.67
2563,150823.88
2564,202477.84
2565,172223.47
2566,161151.6
2567,132816.72
2568,228070.38
2569,235155.08
2570,114790.62
2571,190624.22
2572,154913.6
2573,225763.27
2574,271198.8
2575,137762.92
2576,136411.03
2577,167484.84
2578,67139.12
2579,36479.062
2580,100575.52
2581,127612.164
2582,125922.336
2583,292184.88
2584,176187.1
2585,198227.78
2586,220904.6
2587,208507.69
2588,140024.0
2589,145505.39
2590,222236.19
2591,248761.94
2592,222842.42
2593,267883.84
2594,179328.88
2595,216120.38
2596,311686.03
2597,205055.44
2598,283610.8
2599,335932.6
2600,167087.05
2601,142534.33
2602,67997.27
2603,84676.12
2604,86148.02
2605,62752.492
2606,139896.77
2607,235417.94
2608,204183.56
2609,168968.78
2610,110066.945
2611,119024.21
2612,161095.84
2613,125807.87
2614,107331.07
2615,166892.4
2616,164113.84
2617,207817.12
2618,242330.64
2619,216176.1
2620,198887.4
2621,177836.53
2622,188082.4
2623,235422.81
2624,305315.3
2625,272074.34
2626,178326.75
2627,169679.6
2628,429471.8
2629,452771.88
2630,360698.0
2631,423114.03
2632,388051.06
2633,298071.1
2634,390831.6
2635,150263.53
2636,175922.53
2637,193689.06
2638,268542.38
2639,185304.0
2640,155199.33
2641,101241.695
2642,186603.69
2643,115131.96
2644,114650.77
2645,106872.01
2646,94327.164
2647,107250.4
2648,134910.95
2649,151452.72
2650,125845.35
2651,133428.6
2652,369294.2
2653,256610.4
2654,265539.88
2655,388652.22
2656,327171.38
2657,342015.5
2658,306693.88
2659,312341.88
2660,350852.9
2661,341218.72
2662,359910.53
2663,284269.34
2664,282580.88
2665,339557.34
2666,294234.4
2667,187943.08
2668,191073.33
2669,187812.42
2670,274343.97
2671,198645.64
2672,202558.42
2673,197480.19
2674,201161.72
2675,182766.92
2676,201102.84
2677,205349.06
2678,246048.36
2679,289661.47
2680,283378.22
2681,378265.44
2682,315974.8
2683,452894.56
2684,309179.84
2685,323299.62
2686,265349.6
2687,297946.9
2688,211117.48
2689,208827.61
2690,362440.97
2691,192327.47
2692,150250.16
2693,205028.95
2694,140663.12
2695,205221.34
2696,189487.25
2697,189534.28
2698,204538.06
2699,168561.56
2700,146611.9
2701,150124.84
2702,111832.695
2703,127876.51
2704,151789.61
2705,106414.48
2706,83110.195
2707,122058.68
2708,130537.21
2709,113581.695
2710,127269.04
2711,282793.44
2712,383324.2
2713,169037.72
2714,145148.66
2715,176593.78
2716,143529.56
2717,188135.78
2718,213742.81
2719,141419.89
2720,189851.4
2721,122438.96
2722,155804.33
2723,146548.55
2724,112191.695
2725,122279.586
2726,140210.03
2727,177181.1
2728,191725.84
2729,145988.78
2730,143789.73
2731,132222.75
2732,138698.61
2733,169219.62
2734,145314.14
2735,133380.92
2736,140781.28
2737,118739.32
2738,127770.07
2739,156246.03
2740,145466.44
2741,137685.6
2742,171950.84
2743,153997.44
2744,167484.69
2745,148455.48
2746,133604.14
2747,160398.81
2748,115535.445
2749,136319.88
2750,114050.32
2751,135414.56
2752,212821.69
2753,164533.58
2754,257028.62
2755,143226.47
2756,89466.164
2757,70432.77
2758,90240.805
2759,173789.47
2760,128714.75
2761,144675.72
2762,126325.445
2763,196399.81
2764,155611.28
2765,289223.97
2766,120522.055
2767,79785.74
2768,125371.805
2769,138736.27
2770,147013.25
2771,97914.35
2772,102597.055
2773,178545.22
2774,142659.44
2775,123313.43
2776,147095.0
2777,155786.81
2778,117981.43
2779,122318.88
2780,95629.79
2781,80674.85
2782,81042.06
2783,95097.68
2784,125507.82
2785,141090.11
2786,52703.76
2787,119781.164
2788,62615.37
2789,172715.84
2790,109064.6
2791,105863.01
2792,57819.72
2793,159284.84
2794,89803.74
2795,119647.71
2796,98275.88
2797,195110.69
2798,118927.38
2799,108052.12
2800,69763.49
2801,104491.97
2802,121648.055
2803,156109.03
2804,135501.38
2805,109981.26
2806,66429.38
2807,166989.78
2808,163840.19
2809,118869.54
2810,120883.086
2811,184951.6
2812,180808.72
2813,152613.53
2814,148428.19
2815,115262.086
2816,230493.78
2817,169509.4
2818,123089.98
2819,195037.84
2820,136978.9
2821,118643.234
2822,186401.5
2823,308920.88
2824,176192.62
2825,173607.44
2826,135939.9
2827,127345.73
2828,226771.11
2829,227376.62
2830,236056.36
2831,193999.95
2832,242108.3
2833,303793.88
2834,228158.8
2835,228711.53
2836,206056.6
2837,160950.9
2838,139978.12
2839,171162.75
2840,203987.81
2841,205116.97
2842,232229.84
2843,149893.78
2844,185005.56
2845,122010.336
2846,213405.94
2847,220089.6
2848,205138.28
2849,201269.38
2850,277992.78
2851,211414.1
2852,234009.0
2853,233014.19
2854,146097.12
2855,206909.38
2856,207055.33
2857,192469.81
2858,213343.36
2859,88812.82
2860,143555.67
2861,125776.73
2862,207525.22
2863,137775.34
2864,256489.0
2865,138679.11
2866,146729.53
2867,83807.82
2868,105198.76
2869,94190.65
2870,123737.52
2871,82736.766
2872,10527.746
2873,91059.9
2874,145475.19
2875,106352.586
2876,166419.6
2877,144015.75
2878,151870.33
2879,131359.27
2880,92282.695
2881,141455.39
2882,184656.9
2883,199088.1
2884,209120.89
2885,185627.4
2886,246476.97
2887,106568.1
2888,150228.53
2889,49607.105
2890,74663.52
2891,139927.27
2892,37467.543
2893,76019.336
2894,35217.117
2895,332135.88
2896,290041.78
2897,215654.66
2898,141663.53
2899,213591.84
2900,163570.47
2901,219951.53
2902,186832.5
2903,316051.8
2904,337728.97
2905,63839.02
2906,211121.72
2907,109037.35
2908,114572.445
2909,138741.19
2910,70318.15
2911,71442.6
2912,150779.12
2913,66348.72
2914,65960.56
2915,79097.87
2916,75543.02
2917,177012.42
2918,110665.15
2919,237687.44
